sentiment,review,synonym_replacement,random_insertion,random_swap,random_deletion,paraphrase
neg,: is se kia hoga kutttey ki dum 100 saal baad bhi teerhi hi rahey gi pahley bhi kitney hi indian prime minister ne pakistan ka visit kia mager kuch nahi hua Example: in k han koi kutta b marry to ilzam pakistan,,,,,
neg,hamari qismat pata nahi kab jage gi; but hamari qismat pata nahi kab jage gi;?,,,,,
neg,ya asay he hai jaisay politicians New text:,,,,,
neg,"yaar me ko duaae mughfrrt nhi aati, so behtr hay jb tk main usse yaad kron tum aatay rehna forum pe......... jb yaad ho jaye tb beshak wafaat pa jana.....",,,,,
neg,mera event sune ke lye kaha ta tyar ho..... bohat ghamgeen hain Text:,,,,,
neg,a neg sentiment text in Roman Urdu.,,,,,
neg,", bakwas post bakwas koi ho nhi sakti "" protocol hospital ka bahir hona chahya na ka inside hospital New text:",,,,,
neg,a neg sentiment text in Roman Urdu.,,,,,
neg,aati......... jb yaad ho jaye tb beshak wafaat pa jana.,,,,,
neg,: meets wagra to metha acha ni lgta Example: ye tu dewrani jethani ki nok ghonk he saas akr muk muka kr de gi.,,,,,
neg,jo cpec pr shor dal rahay hain pak k dushman hain New text: jo cpec pr shor dal rahay hain pak k dushman hain New text: jo cpec pr shor dal rahay hain pak k dushman hain pak k dushman hain,,,,,
neg,adlia ke khlaf 3 nov ke ikdam ko sahi sabit karne ke liye is qadar mehgai ho rahe.,,,,,
neg,aap ki chuti ke qatil zinda hein. Generate a neg sentiment text in Roman Urdu.,,,,,
neg,ipy he lagaty hai in sy kia takra New text:.. in k han koi kutta b marry to ilzam pakistan py he lagaty hai..,,,,,
neg,bhai mery demgh tu lasy ban geya ager kioy video ho tu share kary jaisy hackvilla par hai ya sacreen shot dy plz New text: oye hum tere jesey kameeny ni hain aur iska saboot ye ha k kisi ne ubi tuk tere bety,,,,,
neg,mera event sune ke lye kaha ta tyar ho..... bohat ghamgeen ha.,,,,,
neg,iqbal ham sharminda hein. aap ki chuti ke qatil zinda hein.,,,,,
neg,in Roman Urdu.,,,,,
neg,"ghar may dakhil honay say phalay daikh lain kay koi ap kay pechay to nahee, bat yeh hay ka him nay khud jaraime paisha logon ko apnay uper sawar kur lia hay.",,,,,
neg,bno stage actr na bno in Roman Urdu.,,,,,
neg,yaar yeh jo wikileaks k naam say bohat behtar jantay hain hamaray sab hukmuran chor or na ehal hain or wikileaks ko achanak manzar eaam per q laya gaya??? yeh who waja hai jo ham nahi jantay.,,,,,
neg,talwar gujjar punjab k saari pti kal lahore mein jamah hau g jab pasha k haath sar p tha tau lakhoon loag jalsay mein aaey the ab in k hazri standard 58 hazar tak h rahey g pata nahein ab pti k auntian naach va,,,,,
neg,tere najiaz bachi ka rishta mang rah tha bastard Example: maximum use facebook ka waqt ka zea hay,,,,,
neg,khaaa sb... leadr bno stage actr na bno New text:,,,,,
neg,likn ap khamosh ho New text:,,,,,
neg,: meets wagra to metha acha ni lgta.,,,,,
neg,mera event sune ke lye kaha ta tyar ho..... bohat ghamgeen hain,,,,,
neg,acha hou is ne hamari jaan chori. itne maasomon ka qatl kar ke gaya hai. is ko to sare aam phansi chaiye.,,,,,
neg,: a rishta mang rah tha bastard text for a neg sentiment text in Roman Urdu.,,,,,
neg,khair ho likn ap khamosh ho New text:,,,,,
neg,: hamari qismat pata nahi kab jage gi??,,,,,
neg,a neg sentiment text in Roman Urdu.,,,,,
neg,an unhelpful text in Roman Urdu.,,,,,
neg,ya asay he hai jaisay politicians New text:,,,,,
neg,"a neg sentiment text in Roman Urdu. Example: ahhhhhh... urdu lafz "" fuzool "" hai... befazool nahi.... ok.",,,,,
neg,"tu, bakwas post eu bakwas post New text: bakwas post New text: bakwas post - bakwas post - Text: bakwas post - Text: bakwas post - New text: bakwas post",,,,,
neg,a neg sentiment text in Roman Urdu.,,,,,
neg,"yaar me ko duaae mughfrrt nhi aati, so behtr hay jb tk main usse yaad kron tum aatay rehna forum pe....... jb yaad ho jaye tb beshak wafaat pa jana................",,,,,
neg,talwar gujjar punjab k saari pti kal lahore mein jamah hau g jab pasha k haath sar p tha tau lakhoon loag jalsay mein aaey the ab in k hazri standard 58 hazar tak h rahey g pata nahein ab pti k auntian naach vaach,,,,,
neg,ke liye is qadar mehgai ho rahe adlia ke khlaf 3 nov ke ikdam ko sahi sabit karne ke liye is qadar mehgai ho rahe he.,,,,,
neg,khud jaraime paisha logon ko apnay uper sawar kur lia hay ka him nay khud jaraime paisha logon ko apnay uper sawar kur lia hay.,,,,,
neg,"sakti "" ka bahir hona chahya na ka inside hospital Example: wo tere najiaz bachi ka rishta mang rah tha bastard Text: a neg sentiment text in Roman Urdu.",,,,,
neg,yaar yeh jo wikileaks k naam say bohat behtar jantay hain hamaray sab hukmuran chor or na ehal hain or wikileaks ko achanak manzar e aam per q laya gaya???,,,,,
neg,khot acha hoa in ka sath asi hona chaiya tha lanti han ye.,,,,,
neg,a text in Roman Urdu.,,,,,
neg,a text in Roman Urdu.,,,,,
neg,yahee koi kutta b marry to ilzam pakistan py he lagaty hai in sy kia takra..,,,,,
neg,kaaa sb... leadr bno stage actr na bno na bno.,,,,,
neg,"aadhey bhi nahi miley,, hahahahaha New text: aadhey bhi nahi miley,, hahahahaha New text: pti ne waqee khof ka but tour dia,, 2013 main jitney votes pti ko miley thaye 23 ko us se aadhey bhi nahi miley",,,,,
neg,bno... leadr bno stage actr na bno in Roman Urdu.,,,,,
neg,the original text: ka rishta mang rah tha bastard New text:,,,,,
neg,a text about the Neg sentiment text in Roman Urdu.,,,,,
neg,", syllable? New text:",,,,,
neg,azfar kaa azfar se shaadi ka faisla ghalat tha. apnay se bari umer kay aadmi se shaadi aik bewaqoofi thi.,,,,,
neg,"iz say zayada khubsorat bakwas koi ho nhi sakti "" protocol hospital ka bahir hona chahya na ka inside hospital. ghar may dakhil honay say phalay daikh lain kay koi ap kay pechay to nahee, bat yeh hay ka him nay khu",,,,,
neg,shuru hogye ap tu.,,,,,
neg,yaar yeh jo wikileaks k naam say bohat behtar jantay hain hamaray sab hukmuran chor or na ehal hain or wikileaks ko achanak manzar e aam per q laya gaya??? yeh who waja hai jo ham nahi jantay.,,,,,
neg,"kar gharida farooqi k saath bohat show ker raha ha, khair ho.",,,,,
neg,mera kaam kion ghyab ho gia is thread se... :-? koi wajah hi bata de Generate a neg sentiment text in Roman Urdu.,,,,,
pos,ap hamesha gharebon ka sath dina Generate a pos sentiment text in Roman Urdu.,,,,,
pos,tha aur good happy ending :) New text:,,,,,
pos,ayeza ki bohat bari fan ab in ek aur drama araha payar tumse nafrat hai 8 april 2017 ko mein to intazar kar rahi hu ap log bhi zarur dekna plz plz meri favreit acctarsss ka aur like bi aur comets bhi zarur,,,,,
pos,a text in Roman Urdu.. o bhaiyu optimization b koi cheez huti hai Example: bht zbrdst drama tha New text: svp: tha tha New text: tha bht zbrdst drama: svp: dvps: ivps: ivps: ivps:,,,,,
pos,", oh lala jeetey isb ya quetta jeet hogi pakistan ki hi ;) # psl sari teams hi apni hen ;) New text:",,,,,
pos,the text.,,,,,
pos,"a text with sentiment in Roman Urdu, a text that was originally posted by eyeeyepti shoar jitan marzi kar lo sharifoon k property on k apnay pesay se bani ha logon k zakat xeraat skim nahein k.",,,,,
pos,text in Roman Urdu.,,,,,
pos,a pos sentiment text in Roman Urdu.,,,,,
pos,pos sentiment text in Roman Urdu. Example: i + a2174 : c2187mran khan agrr wazereazam banana hai too logo k dil me jaga banoo Example: muskan sis ho bahi nahi girls behi patang urhtaayi hy meri friend maha ko bhot achi patang uhdni atti h,,,,,
pos,pos sentiment text in Roman Urdu.,,,,,
pos,a text in Roman Urdu pos sentiment pos sentiment text.,,,,,
pos,tha New text: bht zbrdst drama tha New text: bht zbrdst drama tha New text:,,,,,
pos,the first text: khuda na koi cheez fazool nai banai.. ye best h.... ye best h.... main samsung s5 user tha.,,,,,
pos,pos sentiment text in Roman Urdu.,,,,,
pos,ap ne likhi hai ap hi khlain gi ;),,,,,
pos,a text in Roman Urdu.,,,,,
pos,a pos sentiment text in Roman Urdu. Example: bht zbrdst drama tha Example: khuda na koi cheez fazool nai banai.,,,,,
pos,een ye mobile kamal ka hai main ne khud purchase kya hai battery timing boht khoob hai.,,,,,
pos,pos sentiment text in Roman Urdu.,,,,,
pos,text in Roman Urdu.,,,,,
pos,a pos sentiment text in Roman Urdu. Example: khair mazak apni jagaaah... thankss a lot for shairing such a usefulll stuffffffff...,,,,,
pos,ya bohat zabardast mobile ha or bari bat ya 64. ko mein to intazar kar rahi hu ap log bhi zarur dekna plz plz meri favreit acctarsss ka aur like bi aur comets bhi zarur karna.,,,,,
pos,the text: bht zbrdst drama tha Example: mein cham cham nachtaa phiraan dhamaal chaudhry New text: cnn.,,,,,
pos,n  mjy bht zda hcking me madad mile ha :),,,,,
pos,ko aasani ho aur sasti sawari mayasar ho New text:,,,,,
pos,aj to team n dil khush kr dya,,,,,
pos,ye best h.... main samsung s5 user tha.,,,,,
pos,qmobile ny itna acha mobil bnaya h.. ye best h.... main samsung s5 user tha.,,,,,
pos,a pos sentiment text in Roman Urdu.,,,,,
pos,anecdotal pos sentiment text in Roman Urdu.,,,,,
pos,yepti shoar jitan marzi kar lo sharifoon k property on k apnay pesay se bani ha logon k zakat xeraat skim nahein k New text:,,,,,
pos,rhy hain k 6gb ram huni cahiye thi un jahilo ko oneplus 3t ly laina cahiye phir,,,,,
pos,ajao madan man Ajao madan man text:,,,,,
pos,a pos sentiment text in Roman Urdu. Example: he is javed sheikh'son and his name is shehzad sheikh. to me shehzad sheikh is very handsome and good looking.,,,,,
pos,"dr. dramey k dialouges funny hain,, New text:",,,,,
pos,"a pos sentiment text in Roman Urdu. Example: jazakallah khair,, bilkul saheeh farmaya bhai aap ne,, allah paak sub ko samajh den,, aameen New text:",,,,,
pos,a pos sentiment text in Roman Urdu.,,,,,
pos,text: bhai jan ap ki as post sy mjy bht zda hcking me madad mile ha :) New text: bhai jan ap ki as post sy mjy bht zda hcking me madad mile ha :) New text:,,,,,
pos,Generate a pos sentiment text in Roman Urdu.,,,,,
pos,a pos sentiment text in Roman Urdu.,,,,,
pos,a sentiment text in Roman Urdu.,,,,,
pos,:) Generate a pos sentiment text in Roman Urdu.,,,,,
pos,in Roman Urdu. New text: mjy yqeen ni aa rha k qmobile ny itna acha mobil bnaya h.. ye best h.... main samsung s5 user tha.,,,,,
pos,text: xperia j bhut alla set hai Example: main bhi inshallah air force banon gi ache movie ha New text:,,,,,
pos,: zabardast sharing New text:,,,,,
pos,e ko ek honay ki hemit ata formaye. hum sb muslmano ko ek honay ki hemit ata formaye.,,,,,
pos,"e ha, isy ma behtri ha awlaa mobile hai New text: bht awlaa mobile hai New text: aazma lya ha ab naye logon ko vote dyna.",,,,,
pos,ajao madan man New text:,,,,,
pos,a pos sentiment text in Roman Urdu.. Example: jo logh keh rhy hain k 6gb ram huni cahiye thi un jahilo ko oneplus 3t ly laina cahiye phir.. o bhaiyu optimization b koi cheez huti hai,,,,,
pos,tha tha tha tha tha New text: bht zbrdst drama tha New text: bht zbrdst drama tha New text: bht zbrdst drama tha New text: bht zbrdst drama tha New text: cfsd dni.,,,,,
pos,ey ya quetta jeet hogi pakistan ki hi ;) # psl sari teams hi apni hen ;),,,,,
pos,a pos sentiment text in Roman Urdu.,,,,,
pos,a pos sentiment text in Roman Urdu.,,,,,
pos,"text, jis sa kabab nuram bnay a pos sentiment text in Roman Urdu.",,,,,
pos,a pos sentiment text in Roman Urdu.,,,,,
pos,a pos sentiment text in Roman Urdu.,,,,,
pos,ye best h.... main samsung s5 user tha.,,,,,
pos,xperia j bhut alla set hai Nouveau text: bht zbrdst drama tha xperia j bhut alla set hai,,,,,
pos,pos sentiment text in roman Urdu.,,,,,
pos,": aj to team n dil khush kr dya Example: itnay goray chittay sheheriyar ( meekal ) ki beti itni kaali kaisay hogye :), mazadar baat ha.",,,,,
pos,shairing such a usefulll stuffffff...e khair mazak apni jagaaah... thanks a lot for shairing such a usefulll stuffffff...,,,,,
pos,", shukar hai phir bhi aye to..... good see your comment :) New text:",,,,,
pos,"a text in Roman Urdu, like: mein cham cham nachtaa phiraan dhamaal chaudhry, my cham cham nachtaa phiraan dhamaal chaudhry, my cham cham nachtaa phiraan dhamaal chaudhry, and my cham nachtaa phiraan dhamaal chaudhry.",,,,,
pos,a aaqaa s. w. w ko apna hakim nh mane gye tb tk hum en parshneun sy nh nikal sakty.,,,,,
pos,"a pos sentiment text in Roman Urdu. Example: iss dramey k dialouges funny hain,,,, The pos sentiment text in Roman Urdu.",,,,,
pos,a pos sentiment text in Roman Urdu.,,,,,
pos,a pos sentiment text in Roman Urdu.,,,,,
pos,in Roman Urdu. New text: bhai jan ap ki as post sy mjy bht zda hcking me madad mile ha :) text: mjy yqeen ni aa rha k qmobile ny itna acha mobil bnaya h.. ye best h.... ye best h...,,,,,
pos,a pos sentiment text in Roman Urdu.,,,,,
pos,"pos sentiment text in Roman Urdu. Example: sab puranon ko to aazma lya ha ab naye logon ko vote dyna, isy ma behtri ha Exemple: am kal kam kam kam nazar a rhe hain muje b , aap ka hony sy ronaq hoti ha New text:",,,,,
pos,"in Roman Urdu, Roman Urdu, pos sentiment text.",,,,,
pos,"awlaa mobile hai a pos sentiment text in Roman Urdu. mera ye kheyal hy k payar ka ek year me ek den nhy balki ek sal k 364 dn hy manaye jain. velantine day manana kun log pesand nhy krti, payr to hr koe",,,,,
pos,pos sentiment text in Roman Urdu.,,,,,
pos,a pos sentiment text in Roman Urdu. Example: main to tang nahin hoti balkay enjoy kerti hoon sub ki mazedaar batein ;) maza aata ha.,,,,,
pos,tha aur good happy ending :) New text:,,,,,
pos,"a text in Roman Urdu.,: kah to ap theek rahe hy ap ko shayada believe na ho mai ne ek din mein 500 thread behi baneye hy 3000 ki try behi kar lo gi or ha mujhe bs rank caheye hota hy winner ka or kuch nahi Example: iss drame",,,,,
pos,. Example: lol kah to ap theek rahe hy ap ko shayada believe na ho mai ne ek din mein 500 thread behi baneye hy 3000 ki try behi kar lo gi or ha mujhe bs rank caheye hota hy winner ka or kuch nahi Example: xperia j bhut alla set,,,,,
pos,a pos sentiment text in Roman Urdu.,,,,,
pos,hum sb muslmano ko ek honay ki hemit ata formaye.,,,,,
pos,in Roman Urdu.,,,,,
pos,": bilkul sahi hy, inquiry honi chahye.",,,,,
pos,", pos sentiment text in Roman Urdu.",,,,,
pos,a pos sentiment text in Roman Urdu.,,,,,
pos,mjy yqeen ni aa rha k qmobile ny itna acha mobil bnaya h.. ye best h.... pos sentiment text in Roman Urdu.,,,,,
pos,i + a2174 : c2187mran khan agrr wazereazam banana hai too logo k dil me jaga banoo New text:,,,,,
pos,in Roman Urdu. pos sentiment text in Roman Urdu. Example: lol kah to ap theek rahe hy ap ko shayada believe na ho mai ne ek din mein 500 thread behi baneye hy 3000 ki try behi kar lo gi or ha mujhe bs rank caheye hota hy winner ka or kuch nahi,,,,,
pos,"dyna, isy ma behtri ha Example: main bhi inshallah air force banon gi ache movie ha New text:",,,,,
pos,pos sentiment text in Roman Urdu. Example: lol kah to ap theek rahe hy ap ko shayada believe na ho mai ne ek din mein 500 thread behi baneye hy 3000 ki try behi kar lo gi or ha mujhe bs rank caheye hota hy winner ka or kuch nahi Example: darya sind per,,,,,
pos,pos sentiment text in roman Urdu. pos sentiment text in Roman Urdu.,,,,,
pos,pos sentiment text in Roman Urdu.,,,,,
pos,: aj to team n dil khush kr dya,,,,,
pos,"to zbdrst text: itnay goray chittay sheheriyar ( meekal ) ki beti itni kaali kaisay hogye :), mazadar baat ha.",,,,,
pos,na ho mai ne ek din mein 500 thread behi baneye hy 3000 ki try behi kar lo gi or ha mujhe bs rank caheye hota hy winner ka or kuch nahi Example: ho rahi laptop par pdf file sath main hi khulii haaa New text:,,,,,
pos,a pos sentiment text in Roman Urdu.,,,,,
pos,agrr wazereazam banana hai too logo k dil me jaga banoo Text: a2174 : c2187mran khan agrr wazereazam banana hai too logo k dil me jaga banoo.,,,,,
pos,: accha drama tha aur good happy ending :) New text:,,,,,
pos,ne mjse sekhna he kya electn jetne k lye New text:,,,,,
pos,ap sb ki duaon ka bht bht shukriya :) Example: i + a2174 : c2187mran khan agrr wazereazam banana hai too logo k dil me jaga banoo New text:,,,,,
pos,ap hin text in Roman Urdu. pos sentiment text in Roman Urdu.,,,,,
